t_s,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48
534.860000,0.276137,0.263307,0.251297,0.238707,0.224317,0.209187,0.193807,0.178747,0.165037,0.151817,0.138047,0.124507,0.113367,0.101947,0.087637,0.071877,0.058467,0.045697,0.033707,0.023467,0.015447,0.008757,0.003797,-0.001503,-0.007893,-0.012443,-0.013923,-0.018073,-0.024833,-0.032933,-0.039393,-0.047973,-0.058433,-0.071253,-0.082973,-0.094183,-0.104843,-0.117313,-0.131733,-0.147563,-0.163133,-0.178303,-0.193143,-0.207943,-0.221123,-0.234233,-0.248213,-0.261043,-0.264683,0.087355,0.082325,0.078545,0.074555,0.071595,0.070305,0.071255,0.072685,0.075355,0.078115,0.080595,0.083845,0.089575,0.094525,0.096475,0.095095,0.092095,0.087895,0.082485,0.075675,0.066205,0.054465,0.041095,0.030445,0.021565,0.010645,-0.003105,-0.015285,-0.025725,-0.036335,-0.047775,-0.057745,-0.066225,-0.074615,-0.083165,-0.089995,-0.094895,-0.097745,-0.098805,-0.098455,-0.098235,-0.098975,-0.100515,-0.102655,-0.106205,-0.109195,-0.111475,-0.116055,-0.131595
534.900000,0.271719,0.259429,0.249109,0.238059,0.225159,0.210649,0.195309,0.180389,0.165659,0.151059,0.137599,0.125219,0.112139,0.099199,0.086199,0.071929,0.057049,0.045019,0.033099,0.022059,0.013019,0.007829,0.003029,-0.002551,-0.008481,-0.013421,-0.017321,-0.021181,-0.026041,-0.032501,-0.041141,-0.049471,-0.058871,-0.069751,-0.081871,-0.093201,-0.103271,-0.114861,-0.128691,-0.144591,-0.160001,-0.175411,-0.191181,-0.205531,-0.217671,-0.229081,-0.242601,-0.257871,-0.273351,0.085233,0.078323,0.076173,0.074323,0.071983,0.068713,0.067823,0.069483,0.071133,0.073613,0.076323,0.080803,0.084933,0.089423,0.092733,0.093193,0.090423,0.085913,0.081423,0.075963,0.068763,0.059083,0.047243,0.034933,0.023303,0.012633,0.001253,-0.009937,-0.021547,-0.033657,-0.045907,-0.057247,-0.066967,-0.075517,-0.082767,-0.088207,-0.094227,-0.099167,-0.101577,-0.100887,-0.100887,-0.100887,-0.100537,-0.101587,-0.104657,-0.109497,-0.112567,-0.113747,-0.113157
534.930000,0.276929,0.265639,0.255379,0.243999,0.230739,0.216099,0.200569,0.185389,0.170429,0.155599,0.141899,0.129079,0.116589,0.104599,0.092179,0.077469,0.062579,0.049749,0.037079,0.024189,0.014159,0.008359,0.004399,-0.001201,-0.007201,-0.012351,-0.015851,-0.021261,-0.027551,-0.035311,-0.042031,-0.051011,-0.061251,-0.073561,-0.085021,-0.096241,-0.107991,-0.121821,-0.137341,-0.153121,-0.168771,-0.184561,-0.199981,-0.213731,-0.225511,-0.237951,-0.249691,-0.260821,-0.271981,0.088191,0.084881,0.083241,0.080121,0.075141,0.072211,0.071211,0.072901,0.074551,0.077031,0.079741,0.084221,0.088351,0.092841,0.096091,0.096841,0.094401,0.089411,0.082401,0.075381,0.066751,0.054811,0.041461,0.029041,0.017341,0.005411,-0.005959,-0.017859,-0.029249,-0.039959,-0.050349,-0.060429,-0.068119,-0.075559,-0.082939,-0.089599,-0.094069,-0.096959,-0.097769,-0.097469,-0.097469,-0.097119,-0.098169,-0.101239,-0.105759,-0.109069,-0.116709,-0.123519,-0.118639
534.960000,0.282672,0.267392,0.254892,0.242332,0.227782,0.212332,0.196202,0.180962,0.165632,0.151462,0.138632,0.127212,0.113912,0.099542,0.084052,0.069792,0.057022,0.046162,0.034462,0.023742,0.015532,0.009702,0.003752,-0.001818,-0.006428,-0.010098,-0.015488,-0.022008,-0.029208,-0.035628,-0.044308,-0.054158,-0.065548,-0.075368,-0.084248,-0.093218,-0.105878,-0.121198,-0.137798,-0.151858,-0.164038,-0.176678,-0.192758,-0.206648,-0.217978,-0.229508,-0.242448,-0.254598,-0.266288,0.093780,0.092440,0.084420,0.076510,0.073430,0.072510,0.072510,0.073920,0.075600,0.078090,0.080520,0.086350,0.090950,0.094970,0.097010,0.097400,0.093730,0.088220,0.081450,0.073750,0.063870,0.052360,0.039700,0.027930,0.015250,0.002500,-0.010220,-0.022450,-0.033890,-0.044250,-0.053540,-0.063250,-0.070420,-0.077050,-0.083550,-0.091240,-0.095580,-0.096920,-0.096230,-0.097290,-0.097650,-0.097290,-0.095610,-0.097980,-0.102480,-0.106370,-0.111350,-0.117060,-0.117510
535.000000,0.274375,0.266185,0.252885,0.239705,0.227455,0.214485,0.199105,0.184395,0.170835,0.156805,0.143445,0.130455,0.118215,0.106095,0.093915,0.080135,0.065045,0.051665,0.039285,0.027195,0.015135,0.006515,0.001515,-0.002735,-0.009415,-0.015355,-0.019535,-0.022815,-0.028355,-0.035405,-0.043175,-0.052115,-0.061795,-0.073025,-0.084695,-0.096375,-0.107985,-0.121305,-0.136425,-0.151905,-0.167245,-0.182585,-0.198375,-0.211695,-0.224355,-0.237865,-0.250265,-0.259605,-0.270455,0.089833,0.085613,0.082133,0.078023,0.073363,0.069653,0.068493,0.069623,0.071383,0.072583,0.074923,0.078283,0.082373,0.085753,0.089253,0.091273,0.091343,0.089793,0.085313,0.078343,0.070063,0.059583,0.047723,0.035963,0.025373,0.012823,-0.000347,-0.012317,-0.023767,-0.033897,-0.043877,-0.054057,-0.065187,-0.073897,-0.082567,-0.090397,-0.096777,-0.099577,-0.100587,-0.100237,-0.100237,-0.100217,-0.099617,-0.102487,-0.106107,-0.109507,-0.113097,-0.120907,-0.129217
535.030000,0.275160,0.266790,0.253520,0.239780,0.226340,0.212140,0.196340,0.181420,0.167300,0.154600,0.142570,0.130370,0.116370,0.102880,0.089940,0.075960,0.061320,0.047770,0.036190,0.025430,0.015540,0.007530,0.002640,-0.003800,-0.010870,-0.015930,-0.017850,-0.023120,-0.029060,-0.035680,-0.042430,-0.050990,-0.060710,-0.072200,-0.084560,-0.095060,-0.105690,-0.118570,-0.133460,-0.148300,-0.163270,-0.179080,-0.194110,-0.208280,-0.220820,-0.233310,-0.246300,-0.260390,-0.274040,0.089817,0.085377,0.082167,0.076877,0.071867,0.068707,0.068737,0.069477,0.070867,0.073667,0.077067,0.080587,0.083057,0.085847,0.089897,0.093787,0.092397,0.087677,0.082237,0.077597,0.069237,0.058507,0.046697,0.035867,0.023907,0.010087,-0.004213,-0.014913,-0.023953,-0.034093,-0.046643,-0.057983,-0.067433,-0.075873,-0.082823,-0.089073,-0.093523,-0.096013,-0.097483,-0.099303,-0.100593,-0.100093,-0.100573,-0.101703,-0.105493,-0.109483,-0.113443,-0.116253,-0.121043
535.060000,0.274894,0.259454,0.248814,0.237184,0.224704,0.211514,0.199154,0.184674,0.171344,0.157654,0.144944,0.132674,0.121344,0.108274,0.095564,0.082744,0.069004,0.054344,0.040634,0.028074,0.017144,0.008864,0.001934,-0.005436,-0.011236,-0.015456,-0.018926,-0.025026,-0.032116,-0.039936,-0.047196,-0.055656,-0.065526,-0.076836,-0.087356,-0.096656,-0.106976,-0.120536,-0.136106,-0.151276,-0.166476,-0.181666,-0.197416,-0.210506,-0.222386,-0.232916,-0.244756,-0.256206,-0.270346,0.090277,0.089617,0.081137,0.074867,0.072347,0.069147,0.067147,0.067737,0.070917,0.072217,0.074697,0.077407,0.081887,0.086017,0.090507,0.093927,0.093927,0.090717,0.085877,0.078847,0.070267,0.060567,0.049897,0.037867,0.024987,0.011537,-0.002213,-0.014873,-0.027133,-0.039473,-0.050083,-0.059863,-0.067803,-0.075993,-0.082843,-0.090133,-0.095333,-0.098593,-0.099633,-0.099933,-0.099803,-0.099803,-0.099243,-0.101343,-0.104513,-0.109603,-0.114943,-0.118983,-0.112193
535.100000,0.272895,0.264185,0.251925,0.238055,0.224245,0.211255,0.198945,0.185205,0.171545,0.157705,0.144845,0.132435,0.120955,0.107945,0.094255,0.080155,0.065145,0.051015,0.039175,0.027515,0.016615,0.008305,0.002235,-0.003215,-0.008585,-0.014225,-0.020045,-0.024395,-0.029395,-0.036395,-0.044535,-0.052615,-0.061625,-0.073135,-0.085375,-0.097925,-0.109285,-0.122175,-0.136305,-0.151995,-0.167335,-0.182925,-0.197325,-0.211175,-0.223965,-0.235625,-0.246345,-0.258275,-0.272345,0.088383,0.084993,0.079853,0.075353,0.071313,0.067033,0.065303,0.066053,0.069203,0.070503,0.072983,0.075693,0.080173,0.084303,0.088823,0.092083,0.092033,0.088803,0.084233,0.078513,0.070483,0.060963,0.051753,0.041503,0.029403,0.015873,0.003563,-0.007967,-0.019237,-0.031047,-0.043227,-0.055417,-0.066547,-0.074547,-0.082357,-0.090427,-0.097877,-0.100947,-0.101867,-0.101517,-0.101517,-0.101257,-0.102197,-0.103687,-0.106107,-0.110157,-0.116787,-0.120537,-0.113957
535.130000,0.275853,0.261643,0.249753,0.239323,0.227653,0.214023,0.198333,0.182933,0.168983,0.155483,0.142143,0.128473,0.114723,0.100953,0.086873,0.072003,0.057993,0.044893,0.032523,0.020573,0.012183,0.005243,0.000123,-0.006157,-0.012077,-0.017387,-0.021947,-0.027337,-0.035077,-0.042757,-0.051167,-0.059767,-0.068907,-0.077977,-0.086447,-0.096227,-0.106457,-0.118067,-0.129167,-0.140957,-0.154657,-0.169387,-0.183767,-0.197867,-0.213057,-0.227637,-0.240767,-0.250817,-0.256857,0.096479,0.092689,0.085709,0.078439,0.074169,0.071359,0.071109,0.071399,0.072779,0.074849,0.078599,0.083249,0.087339,0.091369,0.094799,0.097169,0.094489,0.089689,0.081819,0.074569,0.064859,0.054379,0.042659,0.031819,0.019239,0.006629,-0.005761,-0.018141,-0.030581,-0.043261,-0.053921,-0.062391,-0.069471,-0.076391,-0.083211,-0.088881,-0.094091,-0.098631,-0.100641,-0.098281,-0.094151,-0.094251,-0.097541,-0.100771,-0.101401,-0.103471,-0.109901,-0.121511,-0.135021
535.160000,0.275485,0.263175,0.253085,0.242255,0.231185,0.219765,0.206135,0.190145,0.174535,0.159515,0.145385,0.131655,0.117325,0.102735,0.089705,0.076415,0.063495,0.049875,0.037845,0.026235,0.015995,0.006515,-0.000555,-0.006795,-0.012555,-0.017785,-0.021575,-0.025595,-0.030775,-0.038365,-0.046735,-0.055185,-0.065045,-0.076195,-0.087345,-0.096225,-0.106005,-0.118195,-0.133775,-0.149375,-0.164835,-0.180295,-0.195985,-0.210785,-0.224385,-0.235415,-0.246485,-0.258525,-0.273675,0.096574,0.092194,0.086894,0.080764,0.073384,0.068894,0.067274,0.067814,0.067454,0.068514,0.071524,0.076304,0.080534,0.084564,0.088754,0.092234,0.092234,0.088944,0.084174,0.079054,0.071334,0.060614,0.047214,0.034814,0.023574,0.012914,0.001624,-0.010436,-0.022246,-0.033646,-0.045156,-0.056566,-0.066616,-0.075546,-0.083156,-0.090266,-0.096746,-0.101146,-0.101846,-0.101496,-0.101496,-0.101496,-0.101056,-0.102546,-0.105316,-0.111686,-0.117506,-0.120566,-0.113646
535.200000,0.279048,0.264558,0.252378,0.241178,0.231518,0.219908,0.205938,0.189618,0.173858,0.158388,0.144688,0.131638,0.119078,0.106948,0.094488,0.080248,0.065408,0.052018,0.038608,0.025018,0.013598,0.005158,-0.001762,-0.008592,-0.014002,-0.018732,-0.022482,-0.027572,-0.034602,-0.042622,-0.050262,-0.059042,-0.068022,-0.077612,-0.086722,-0.095842,-0.105382,-0.118512,-0.133832,-0.149652,-0.165432,-0.181482,-0.196412,-0.209432,-0.220832,-0.232932,-0.244682,-0.256702,-0.270122,0.101183,0.096963,0.090683,0.084203,0.076173,0.070013,0.067323,0.068063,0.068033,0.069203,0.072163,0.076323,0.080513,0.084923,0.088023,0.090823,0.092143,0.090563,0.084873,0.077073,0.068693,0.058403,0.047143,0.034943,0.022183,0.009403,-0.004117,-0.015267,-0.025957,-0.036897,-0.049507,-0.059857,-0.068637,-0.075337,-0.081767,-0.088297,-0.094687,-0.098717,-0.100737,-0.101417,-0.101177,-0.101177,-0.100827,-0.101877,-0.104857,-0.109547,-0.115787,-0.119837,-0.113757
535.230000,0.271218,0.257908,0.246868,0.235098,0.222208,0.211038,0.200418,0.188318,0.173678,0.158888,0.144458,0.131008,0.118208,0.105148,0.091828,0.077498,0.062578,0.048238,0.036248,0.024288,0.012238,0.003608,-0.002552,-0.007882,-0.015142,-0.019872,-0.025042,-0.028662,-0.034632,-0.040952,-0.048232,-0.055892,-0.063742,-0.072492,-0.081372,-0.091432,-0.102472,-0.114002,-0.127002,-0.141332,-0.157202,-0.172722,-0.188232,-0.204102,-0.218342,-0.231412,-0.244092,-0.258482,-0.273702,0.098698,0.094638,0.087158,0.079628,0.074058,0.068988,0.064248,0.062968,0.064298,0.066878,0.068948,0.071548,0.075638,0.080618,0.086208,0.089548,0.090238,0.086748,0.082208,0.077158,0.070158,0.060748,0.049328,0.037468,0.025868,0.013048,0.001068,-0.010222,-0.020142,-0.031852,-0.043292,-0.053922,-0.062682,-0.070822,-0.079012,-0.086332,-0.093292,-0.099412,-0.103132,-0.103982,-0.103632,-0.103632,-0.103632,-0.103282,-0.104332,-0.107402,-0.112242,-0.115782,-0.116082
535.260000,0.270316,0.259066,0.248676,0.237176,0.225146,0.211826,0.197586,0.182046,0.166646,0.151626,0.138476,0.126046,0.114166,0.101376,0.089636,0.076516,0.062796,0.048176,0.035446,0.024066,0.013636,0.004636,-0.002334,-0.008454,-0.014124,-0.018954,-0.023444,-0.027814,-0.032714,-0.039234,-0.046024,-0.052714,-0.061104,-0.071244,-0.081174,-0.090824,-0.101834,-0.113924,-0.127874,-0.142764,-0.158284,-0.173234,-0.187264,-0.200464,-0.214454,-0.228854,-0.243274,-0.256084,-0.266594,0.096792,0.093812,0.086252,0.078692,0.070402,0.065742,0.063302,0.063982,0.063632,0.064692,0.067762,0.072252,0.076382,0.080492,0.084962,0.088302,0.088762,0.085552,0.080972,0.075032,0.068222,0.059122,0.049182,0.039402,0.030232,0.019072,0.006942,-0.006008,-0.017148,-0.027998,-0.038118,-0.049708,-0.061088,-0.070898,-0.079268,-0.086198,-0.093948,-0.100688,-0.104948,-0.105668,-0.105608,-0.104168,-0.103338,-0.105238,-0.108318,-0.110508,-0.114288,-0.117238,-0.109568
535.300000,0.271253,0.258123,0.249243,0.240833,0.229453,0.218293,0.205333,0.191173,0.175473,0.159973,0.145033,0.131083,0.117683,0.103133,0.089473,0.076663,0.063423,0.049083,0.036263,0.023413,0.011883,0.002053,-0.004197,-0.009967,-0.015447,-0.021287,-0.025997,-0.029687,-0.034517,-0.040927,-0.049597,-0.058017,-0.066517,-0.075367,-0.084117,-0.092907,-0.102657,-0.114717,-0.127987,-0.142877,-0.158247,-0.173637,-0.188987,-0.204837,-0.218197,-0.230777,-0.243917,-0.259497,-0.273447,0.097295,0.095545,0.090315,0.082225,0.074055,0.067905,0.064965,0.063975,0.064335,0.063975,0.064895,0.068395,0.074595,0.078745,0.082795,0.086505,0.089185,0.087185,0.082305,0.076835,0.069695,0.061205,0.050465,0.039975,0.029515,0.018165,0.006025,-0.005995,-0.017355,-0.029445,-0.041555,-0.053115,-0.063315,-0.072155,-0.080555,-0.087745,-0.092875,-0.096975,-0.101575,-0.104535,-0.105265,-0.104975,-0.104975,-0.104265,-0.107095,-0.110935,-0.114285,-0.114565,-0.117535
535.330000,0.269232,0.257872,0.246312,0.236712,0.226592,0.215702,0.201812,0.188842,0.174722,0.160962,0.146262,0.132502,0.118592,0.104482,0.091462,0.078622,0.064602,0.049052,0.036142,0.023582,0.011212,0.001602,-0.004788,-0.010278,-0.016478,-0.021978,-0.027938,-0.032168,-0.037488,-0.043218,-0.050088,-0.055908,-0.064098,-0.072318,-0.082688,-0.092848,-0.103928,-0.114528,-0.126678,-0.140498,-0.155858,-0.171628,-0.187248,-0.203308,-0.217188,-0.230178,-0.243448,-0.258508,-0.271618,0.100849,0.095539,0.087489,0.079029,0.072829,0.067029,0.064469,0.062029,0.060029,0.059669,0.063089,0.067579,0.071709,0.075829,0.079959,0.084449,0.087869,0.088229,0.083339,0.077349,0.070929,0.062699,0.052849,0.043269,0.032849,0.019919,0.006559,-0.007721,-0.019691,-0.030111,-0.038571,-0.048421,-0.057461,-0.067421,-0.076491,-0.085641,-0.092851,-0.098061,-0.102161,-0.105131,-0.106211,-0.105861,-0.105861,-0.105281,-0.107461,-0.111001,-0.115351,-0.116351,-0.114321
535.360000,0.268378,0.255968,0.245278,0.234828,0.223438,0.210888,0.199258,0.188798,0.176738,0.162528,0.147488,0.133638,0.120268,0.107268,0.094508,0.081738,0.067538,0.053538,0.041388,0.030258,0.018158,0.005548,-0.003462,-0.008592,-0.013512,-0.019852,-0.026992,-0.032502,-0.037542,-0.042892,-0.050202,-0.057352,-0.064952,-0.074742,-0.086442,-0.097382,-0.107512,-0.119372,-0.133022,-0.147612,-0.162172,-0.176892,-0.190242,-0.203132,-0.216202,-0.229282,-0.241922,-0.255062,-0.268612,0.102970,0.095170,0.086950,0.078510,0.071010,0.065790,0.061000,0.059410,0.060350,0.061770,0.062470,0.065540,0.070130,0.073760,0.077720,0.082370,0.086220,0.086490,0.083380,0.078370,0.071520,0.064570,0.056670,0.046140,0.034300,0.022770,0.011500,-0.002010,-0.014570,-0.026560,-0.037970,-0.049510,-0.060510,-0.069970,-0.079710,-0.088330,-0.095380,-0.098920,-0.102390,-0.105520,-0.107930,-0.106330,-0.105190,-0.105120,-0.109280,-0.111290,-0.114110,-0.114170,-0.112080
535.400000,0.268642,0.259562,0.248822,0.236862,0.225912,0.214092,0.201262,0.188202,0.175162,0.160982,0.145552,0.130862,0.117742,0.106022,0.094252,0.081992,0.068562,0.054552,0.040732,0.028262,0.015802,0.004352,-0.004388,-0.009768,-0.014578,-0.020528,-0.027078,-0.032048,-0.037548,-0.045348,-0.052778,-0.059228,-0.067408,-0.078828,-0.090348,-0.100588,-0.110568,-0.122538,-0.135198,-0.147218,-0.159018,-0.172248,-0.186028,-0.199808,-0.213608,-0.227078,-0.239188,-0.251068,-0.264168,0.107510,0.097580,0.090120,0.083020,0.073980,0.067620,0.062030,0.060720,0.061530,0.062410,0.063340,0.065830,0.070120,0.074440,0.079150,0.083520,0.086940,0.086940,0.083730,0.078880,0.071850,0.063340,0.054850,0.045440,0.034270,0.022370,0.009790,-0.004730,-0.017900,-0.029280,-0.040870,-0.053850,-0.065270,-0.074350,-0.082910,-0.091400,-0.098240,-0.102900,-0.107490,-0.109500,-0.106790,-0.104670,-0.104410,-0.105580,-0.106150,-0.109680,-0.111890,-0.110860,-0.102600
535.430000,0.270886,0.258676,0.248156,0.237276,0.225276,0.213616,0.201086,0.186796,0.170986,0.155176,0.140996,0.127996,0.115026,0.101856,0.089146,0.078126,0.065856,0.052466,0.038616,0.026236,0.013666,0.002066,-0.005404,-0.010394,-0.015774,-0.022274,-0.026934,-0.032064,-0.037594,-0.042944,-0.047904,-0.054884,-0.061544,-0.069114,-0.079134,-0.090564,-0.101614,-0.114344,-0.129184,-0.143944,-0.158674,-0.173554,-0.188264,-0.202384,-0.216514,-0.229614,-0.243114,-0.256094,-0.266144,0.105936,0.100746,0.091356,0.081316,0.073126,0.066316,0.061786,0.060006,0.060576,0.060216,0.061276,0.064346,0.068836,0.073116,0.076476,0.080696,0.084376,0.085176,0.081736,0.076546,0.069506,0.061266,0.051776,0.042006,0.031176,0.020906,0.008336,-0.002824,-0.013224,-0.022794,-0.034944,-0.045554,-0.056394,-0.066114,-0.076744,-0.085264,-0.093564,-0.099934,-0.103754,-0.106044,-0.107774,-0.108854,-0.107474,-0.107004,-0.108854,-0.113034,-0.117344,-0.116754,-0.104664
535.460000,0.268836,0.260666,0.249936,0.237696,0.225586,0.215596,0.206446,0.195176,0.182566,0.169056,0.154256,0.139456,0.126186,0.112946,0.099556,0.086866,0.073256,0.057416,0.042596,0.030166,0.018226,0.005606,-0.006194,-0.014654,-0.020334,-0.024454,-0.028934,-0.034514,-0.040374,-0.047044,-0.054524,-0.062824,-0.071294,-0.080414,-0.090844,-0.100294,-0.109434,-0.120724,-0.135884,-0.151374,-0.166734,-0.179994,-0.192454,-0.205724,-0.220314,-0.233144,-0.243434,-0.254284,-0.267874,0.106797,0.102817,0.096177,0.088077,0.080207,0.072687,0.066337,0.060457,0.058997,0.059967,0.061387,0.062087,0.065157,0.069647,0.073767,0.078257,0.081327,0.082737,0.081387,0.078307,0.073087,0.065467,0.055547,0.044787,0.034127,0.022987,0.010937,-0.002313,-0.015343,-0.027363,-0.039093,-0.051793,-0.063383,-0.073863,-0.081443,-0.088603,-0.094883,-0.099303,-0.099663,-0.100703,-0.102803,-0.103893,-0.104923,-0.106483,-0.108913,-0.111723,-0.118273,-0.122353,-0.116393
535.500000,0.270959,0.258869,0.247619,0.236039,0.224589,0.214229,0.205739,0.195439,0.182249,0.166589,0.151379,0.136749,0.122959,0.109569,0.096919,0.084849,0.071919,0.057059,0.042239,0.028479,0.015299,0.002689,-0.007921,-0.015811,-0.021651,-0.027331,-0.031171,-0.036911,-0.043361,-0.050591,-0.056241,-0.063721,-0.070961,-0.079211,-0.089021,-0.098391,-0.106581,-0.117061,-0.131131,-0.145591,-0.159791,-0.174441,-0.189421,-0.202591,-0.213651,-0.225441,-0.239451,-0.255101,-0.269871,0.106755,0.105585,0.097295,0.087825,0.080435,0.073765,0.067025,0.062385,0.060515,0.061105,0.060745,0.061805,0.064875,0.069385,0.073395,0.077845,0.080955,0.082475,0.081145,0.077915,0.072385,0.064845,0.054535,0.043185,0.031595,0.020615,0.008185,-0.003815,-0.016605,-0.027845,-0.039395,-0.050855,-0.061905,-0.071695,-0.079885,-0.088305,-0.095115,-0.100235,-0.102425,-0.105075,-0.107245,-0.108905,-0.106785,-0.105845,-0.107855,-0.111625,-0.112685,-0.112095,-0.112395
535.530000,0.268934,0.257394,0.246964,0.235604,0.224494,0.214824,0.205504,0.194904,0.182424,0.167904,0.152094,0.137224,0.122734,0.110144,0.096944,0.084124,0.071794,0.059714,0.045864,0.031474,0.017534,0.004134,-0.007486,-0.015136,-0.020526,-0.026506,-0.032426,-0.037566,-0.042476,-0.048626,-0.055086,-0.062156,-0.069326,-0.077306,-0.087356,-0.098046,-0.108336,-0.118586,-0.130926,-0.145096,-0.160746,-0.176456,-0.190396,-0.203896,-0.217346,-0.232316,-0.244806,-0.256196,-0.267606,0.112579,0.104629,0.096079,0.087569,0.079579,0.072699,0.067049,0.062299,0.059419,0.058589,0.058539,0.059699,0.062279,0.066959,0.069839,0.072439,0.075409,0.079189,0.079189,0.075859,0.071589,0.065069,0.056139,0.045389,0.035089,0.024009,0.011419,-0.001081,-0.011401,-0.021201,-0.032941,-0.045881,-0.057441,-0.068461,-0.078721,-0.087701,-0.093721,-0.098751,-0.103151,-0.105931,-0.106371,-0.105961,-0.107341,-0.108991,-0.111581,-0.114021,-0.118381,-0.118971,-0.110571
535.560000,0.271588,0.262618,0.251648,0.240278,0.229098,0.217618,0.205868,0.193438,0.179308,0.164418,0.148828,0.133978,0.119718,0.107238,0.093938,0.081758,0.068878,0.055288,0.040738,0.028678,0.017038,0.004478,-0.007002,-0.015552,-0.021232,-0.027112,-0.033072,-0.038612,-0.042182,-0.047042,-0.052452,-0.059482,-0.065922,-0.073762,-0.083262,-0.094932,-0.106812,-0.118272,-0.131102,-0.144972,-0.160192,-0.175262,-0.189952,-0.204792,-0.218082,-0.231722,-0.245182,-0.259072,-0.269412,0.110188,0.106658,0.101168,0.093478,0.085078,0.075458,0.066898,0.059978,0.057148,0.056168,0.056168,0.057248,0.060238,0.065058,0.067528,0.071048,0.074538,0.077878,0.076558,0.073398,0.069428,0.063808,0.055008,0.044608,0.034408,0.024698,0.013348,0.001598,-0.010762,-0.020792,-0.031012,-0.042012,-0.053822,-0.064942,-0.074842,-0.084732,-0.093472,-0.100722,-0.103732,-0.105582,-0.107082,-0.108292,-0.109802,-0.111362,-0.114202,-0.115622,-0.118852,-0.118172,-0.108972
535.600000,0.275893,0.262753,0.250373,0.238393,0.227203,0.216893,0.206973,0.197633,0.186883,0.172773,0.156703,0.141803,0.126823,0.113263,0.100133,0.086603,0.072613,0.060663,0.048433,0.034283,0.020323,0.008683,-0.002627,-0.011597,-0.017977,-0.022967,-0.029927,-0.036007,-0.041737,-0.047247,-0.055217,-0.062467,-0.069667,-0.077877,-0.088477,-0.099417,-0.111657,-0.126137,-0.141267,-0.155857,-0.171117,-0.184507,-0.196837,-0.209677,-0.224727,-0.238297,-0.249557,-0.260107,-0.273127,0.107626,0.108066,0.101586,0.092146,0.083376,0.074986,0.069076,0.063196,0.058496,0.057156,0.057296,0.058626,0.060246,0.062606,0.066136,0.070846,0.075446,0.076366,0.075916,0.073086,0.070486,0.066126,0.059626,0.049746,0.038716,0.028326,0.017466,0.004446,-0.009214,-0.022774,-0.034934,-0.047504,-0.059494,-0.070884,-0.079554,-0.088074,-0.094714,-0.099724,-0.102684,-0.105704,-0.107364,-0.107454,-0.108144,-0.109604,-0.112274,-0.115944,-0.119824,-0.119694,-0.111654
535.630000,0.276314,0.264624,0.251914,0.239814,0.227514,0.215344,0.203874,0.193194,0.181374,0.167294,0.151964,0.137924,0.124554,0.111214,0.097264,0.083274,0.069964,0.056124,0.043564,0.030234,0.016964,0.002944,-0.008706,-0.016076,-0.022206,-0.028236,-0.033556,-0.038746,-0.044596,-0.049716,-0.055176,-0.062516,-0.070956,-0.079746,-0.089866,-0.099276,-0.108596,-0.118776,-0.131176,-0.144896,-0.159946,-0.175056,-0.190006,-0.204236,-0.216706,-0.229796,-0.243136,-0.256996,-0.268566,0.108443,0.107383,0.102333,0.093893,0.086663,0.078413,0.071623,0.065623,0.061733,0.059373,0.057923,0.059623,0.061423,0.064103,0.068653,0.073333,0.076793,0.078533,0.078983,0.075313,0.070273,0.063723,0.054293,0.042553,0.031743,0.020953,0.008063,-0.003847,-0.013747,-0.023257,-0.034707,-0.046347,-0.058357,-0.070427,-0.080317,-0.088167,-0.093737,-0.098717,-0.102407,-0.106727,-0.109707,-0.111467,-0.109277,-0.108337,-0.110347,-0.114037,-0.116197,-0.114827,-0.106797
535.660000,0.279429,0.266119,0.254009,0.241699,0.229879,0.218999,0.208629,0.197279,0.185689,0.172819,0.157929,0.141599,0.126129,0.111439,0.097589,0.082879,0.068999,0.054639,0.041249,0.026319,0.012819,0.000739,-0.007821,-0.015251,-0.021771,-0.028061,-0.034261,-0.042641,-0.050161,-0.055571,-0.060681,-0.067841,-0.076341,-0.085841,-0.095791,-0.104301,-0.113471,-0.124841,-0.138441,-0.149951,-0.160131,-0.171221,-0.185291,-0.199851,-0.212841,-0.226641,-0.241281,-0.253261,-0.253301,0.104352,0.110482,0.104912,0.097032,0.090832,0.083162,0.075912,0.070682,0.066552,0.063482,0.062372,0.062642,0.063762,0.066582,0.072272,0.076882,0.080762,0.083142,0.081912,0.077442,0.070602,0.062782,0.051992,0.042712,0.032372,0.020202,0.006492,-0.005948,-0.019418,-0.032898,-0.045978,-0.056468,-0.066428,-0.074648,-0.082478,-0.090088,-0.096728,-0.101288,-0.104338,-0.106638,-0.105418,-0.104368,-0.103048,-0.104098,-0.106318,-0.109288,-0.112078,-0.118768,-0.135618
