t_s,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48
534.030000,0.264476,0.248776,0.234466,0.220426,0.205976,0.192686,0.180056,0.167226,0.153716,0.142056,0.129596,0.115196,0.101096,0.089266,0.078466,0.066956,0.056006,0.047186,0.041546,0.037436,0.033166,0.029396,0.027036,0.024616,0.021436,0.015376,0.006866,-0.003664,-0.014124,-0.024004,-0.033294,-0.044184,-0.057094,-0.069254,-0.081604,-0.095844,-0.111644,-0.127064,-0.142644,-0.157614,-0.172024,-0.184984,-0.196934,-0.207804,-0.218774,-0.230314,-0.241384,-0.252234,-0.264014,0.085529,0.085459,0.084219,0.083949,0.085159,0.088779,0.092709,0.096969,0.102589,0.109609,0.114249,0.116619,0.115399,0.111449,0.106459,0.101169,0.091789,0.079849,0.068049,0.057119,0.045319,0.032209,0.017309,0.003709,-0.009591,-0.019951,-0.029991,-0.040061,-0.049741,-0.056661,-0.062111,-0.067061,-0.072291,-0.078711,-0.083311,-0.084181,-0.083791,-0.083791,-0.083441,-0.084521,-0.087481,-0.091941,-0.095851,-0.100721,-0.107371,-0.115671,-0.123801,-0.130241,-0.133361
534.070000,0.260123,0.244963,0.228643,0.214563,0.203153,0.191623,0.178413,0.165133,0.153403,0.141833,0.130863,0.118403,0.104113,0.090043,0.077663,0.066443,0.055543,0.045603,0.037853,0.032553,0.029263,0.026503,0.024033,0.020663,0.016823,0.012333,0.005413,-0.003407,-0.012827,-0.022597,-0.033657,-0.045447,-0.057007,-0.069487,-0.081867,-0.094687,-0.106637,-0.120027,-0.134547,-0.150547,-0.165857,-0.179377,-0.191547,-0.204807,-0.217627,-0.228717,-0.239307,-0.251727,-0.264267,0.083729,0.083659,0.083809,0.083009,0.084209,0.086319,0.089019,0.092799,0.098929,0.104589,0.108629,0.112919,0.114779,0.112979,0.108389,0.102309,0.093369,0.081699,0.069399,0.057939,0.045769,0.031949,0.017899,0.005489,-0.005801,-0.017651,-0.030121,-0.040861,-0.049531,-0.055951,-0.060791,-0.066001,-0.072141,-0.077681,-0.081511,-0.086101,-0.087671,-0.086811,-0.085281,-0.085241,-0.086291,-0.089201,-0.094511,-0.098491,-0.103541,-0.111591,-0.121511,-0.128461,-0.130861
534.100000,0.265987,0.252037,0.236737,0.220897,0.205867,0.191047,0.178077,0.165247,0.153247,0.142727,0.132567,0.119687,0.104617,0.090817,0.077247,0.063737,0.052147,0.045537,0.040867,0.034707,0.028967,0.025507,0.022227,0.019477,0.016387,0.011667,0.003597,-0.004753,-0.014903,-0.025113,-0.035793,-0.047333,-0.060073,-0.071303,-0.082933,-0.096963,-0.112843,-0.125263,-0.137083,-0.151023,-0.165833,-0.178953,-0.191893,-0.205533,-0.216273,-0.226663,-0.237843,-0.250783,-0.262453,0.081029,0.084859,0.085449,0.084739,0.085969,0.088209,0.092419,0.096749,0.101739,0.107389,0.112899,0.117079,0.117399,0.113909,0.107169,0.099009,0.090619,0.080059,0.068259,0.055069,0.041389,0.026729,0.013379,-0.000161,-0.012321,-0.023221,-0.031961,-0.041961,-0.049861,-0.055911,-0.061021,-0.066951,-0.071611,-0.077561,-0.082411,-0.084741,-0.084911,-0.085201,-0.084911,-0.083681,-0.084911,-0.087921,-0.092501,-0.097111,-0.104181,-0.111571,-0.119511,-0.125551,-0.129861
534.130000,0.268456,0.253036,0.237356,0.222226,0.207366,0.192596,0.178986,0.167146,0.156136,0.145036,0.132766,0.118476,0.103106,0.089516,0.077346,0.066486,0.056856,0.050056,0.045416,0.040736,0.035316,0.029576,0.026416,0.023956,0.021236,0.014206,0.004936,-0.005184,-0.014564,-0.024684,-0.035294,-0.047344,-0.059674,-0.072464,-0.085224,-0.099824,-0.114314,-0.129134,-0.144194,-0.159544,-0.173534,-0.185514,-0.196514,-0.207494,-0.220034,-0.231944,-0.242294,-0.251694,-0.264254,0.085396,0.085616,0.085186,0.086116,0.087676,0.089936,0.093026,0.097536,0.102036,0.106166,0.110266,0.113556,0.113686,0.110826,0.105796,0.100186,0.092596,0.082976,0.071606,0.060726,0.049116,0.035846,0.020346,0.006266,-0.006874,-0.018564,-0.030984,-0.041804,-0.051334,-0.058024,-0.063294,-0.068564,-0.074454,-0.079804,-0.084274,-0.087634,-0.087284,-0.084924,-0.083154,-0.084644,-0.087334,-0.091694,-0.095534,-0.101604,-0.107874,-0.115674,-0.123164,-0.130634,-0.133334
534.170000,0.268517,0.255097,0.240367,0.226117,0.211977,0.197537,0.182207,0.168367,0.157267,0.146027,0.134327,0.120747,0.106517,0.092437,0.080597,0.069387,0.057977,0.048427,0.041027,0.036687,0.031347,0.026767,0.022887,0.020727,0.017407,0.011277,0.002597,-0.007353,-0.016393,-0.027023,-0.039603,-0.052593,-0.063963,-0.074063,-0.085963,-0.100943,-0.115593,-0.128563,-0.142203,-0.156333,-0.169873,-0.183743,-0.197153,-0.208623,-0.219493,-0.229833,-0.240053,-0.250973,-0.264273,0.080097,0.084697,0.087887,0.088227,0.087627,0.087517,0.089287,0.091957,0.097887,0.103987,0.109787,0.112797,0.113197,0.109907,0.105497,0.100597,0.094477,0.084397,0.071687,0.056927,0.045337,0.034017,0.021517,0.007267,-0.005753,-0.018113,-0.029843,-0.039663,-0.048443,-0.056163,-0.062823,-0.067953,-0.073743,-0.080073,-0.084583,-0.084993,-0.086403,-0.086983,-0.086073,-0.085403,-0.088223,-0.090733,-0.094733,-0.100313,-0.105293,-0.111673,-0.120173,-0.128303,-0.130133
534.200000,0.268753,0.255603,0.241963,0.227743,0.213323,0.197293,0.182143,0.167463,0.155143,0.143063,0.131573,0.118023,0.103813,0.088183,0.074093,0.062073,0.052723,0.045463,0.038113,0.032453,0.026413,0.022903,0.019433,0.017023,0.012633,0.008703,0.001853,-0.006257,-0.015387,-0.024097,-0.034847,-0.046147,-0.058077,-0.069777,-0.080827,-0.093347,-0.108237,-0.122907,-0.135907,-0.149407,-0.164287,-0.178937,-0.192757,-0.206557,-0.219617,-0.232217,-0.244117,-0.255997,-0.268237,0.078807,0.086467,0.087647,0.086947,0.086947,0.086587,0.087647,0.090367,0.096267,0.102397,0.108297,0.111327,0.111537,0.108377,0.103267,0.097557,0.090917,0.082707,0.072227,0.059127,0.047557,0.035717,0.022857,0.008507,-0.003473,-0.014603,-0.025773,-0.036763,-0.047273,-0.055823,-0.061393,-0.067033,-0.073043,-0.078583,-0.082713,-0.085783,-0.086493,-0.087913,-0.088493,-0.087553,-0.086933,-0.089923,-0.094193,-0.098513,-0.104623,-0.111953,-0.120823,-0.128383,-0.131993
534.230000,0.270206,0.262246,0.247786,0.231446,0.215806,0.200026,0.184626,0.170816,0.159276,0.147866,0.135356,0.121046,0.106056,0.090536,0.076496,0.064726,0.055246,0.046986,0.040656,0.035916,0.029786,0.024036,0.019196,0.016116,0.012796,0.008976,0.001316,-0.009244,-0.020524,-0.030694,-0.040914,-0.051564,-0.063404,-0.074394,-0.085554,-0.096834,-0.110144,-0.124184,-0.139374,-0.154254,-0.169494,-0.184214,-0.197584,-0.208984,-0.219494,-0.230794,-0.242554,-0.254434,-0.266704,0.079937,0.087597,0.088777,0.088077,0.088077,0.087717,0.088777,0.091687,0.096737,0.102077,0.108127,0.112217,0.112847,0.109457,0.105047,0.100117,0.094487,0.086467,0.075647,0.061847,0.048087,0.034357,0.020747,0.006537,-0.006773,-0.019763,-0.032173,-0.042113,-0.050353,-0.057723,-0.064433,-0.069063,-0.072863,-0.077503,-0.081973,-0.086333,-0.089163,-0.088753,-0.086273,-0.085263,-0.086933,-0.089493,-0.094143,-0.100263,-0.105553,-0.111123,-0.119063,-0.127593,-0.130773
534.270000,0.272356,0.262386,0.248426,0.232756,0.216836,0.200966,0.185446,0.171546,0.159666,0.147436,0.134606,0.122436,0.109766,0.095556,0.081136,0.068556,0.056816,0.047776,0.039966,0.034106,0.026986,0.022636,0.019076,0.016676,0.012506,0.007556,0.000436,-0.008004,-0.017274,-0.027724,-0.038964,-0.049924,-0.061004,-0.072134,-0.083864,-0.097114,-0.112234,-0.127294,-0.142404,-0.157274,-0.172404,-0.187354,-0.200604,-0.212104,-0.223084,-0.234184,-0.244874,-0.255894,-0.268684,0.074955,0.083505,0.087045,0.087755,0.087385,0.087125,0.088215,0.091225,0.095755,0.099955,0.104035,0.108375,0.111915,0.111805,0.106855,0.100645,0.094785,0.086935,0.075205,0.062345,0.050375,0.037305,0.022595,0.008445,-0.003585,-0.015295,-0.027905,-0.038935,-0.048175,-0.055305,-0.061435,-0.066675,-0.072355,-0.077795,-0.083075,-0.087635,-0.090425,-0.089285,-0.086865,-0.086185,-0.088425,-0.090895,-0.095465,-0.101405,-0.106635,-0.111645,-0.119595,-0.128105,-0.131455
534.300000,0.266963,0.259673,0.246223,0.231433,0.217043,0.203033,0.189073,0.174333,0.160723,0.147763,0.135753,0.123403,0.110663,0.096303,0.081093,0.067853,0.055773,0.046173,0.037963,0.032303,0.026273,0.020493,0.014603,0.011573,0.009503,0.005933,-0.001017,-0.009437,-0.018207,-0.028127,-0.037947,-0.047887,-0.058897,-0.071647,-0.083967,-0.095377,-0.108037,-0.123007,-0.138637,-0.153817,-0.168597,-0.183617,-0.198067,-0.211007,-0.223717,-0.235667,-0.247417,-0.257787,-0.270037,0.068853,0.080443,0.086163,0.086703,0.086963,0.085753,0.087053,0.087453,0.091583,0.096273,0.102053,0.106213,0.109633,0.109633,0.106273,0.101853,0.096673,0.089543,0.079493,0.066693,0.053563,0.040783,0.027763,0.013003,-0.001377,-0.013057,-0.023177,-0.034407,-0.046357,-0.054757,-0.061207,-0.066657,-0.072587,-0.077027,-0.082477,-0.087837,-0.091877,-0.093067,-0.091297,-0.088927,-0.088717,-0.091467,-0.095367,-0.100517,-0.105437,-0.110787,-0.118997,-0.129367,-0.133687
534.330000,0.272416,0.261836,0.247496,0.232416,0.217186,0.202416,0.187796,0.173456,0.159246,0.145066,0.132156,0.119186,0.105746,0.091356,0.078866,0.067376,0.057616,0.047926,0.040086,0.031966,0.025686,0.020276,0.016396,0.012286,0.008156,0.004586,-0.001344,-0.010124,-0.019654,-0.027994,-0.037634,-0.049224,-0.060464,-0.071304,-0.082184,-0.094484,-0.108394,-0.124114,-0.139484,-0.154814,-0.168764,-0.182474,-0.194764,-0.208144,-0.220654,-0.232544,-0.244514,-0.257284,-0.268644,0.072807,0.081657,0.084607,0.086747,0.088657,0.088277,0.087177,0.088067,0.092597,0.097017,0.101997,0.106617,0.108747,0.107497,0.102797,0.098537,0.092727,0.085787,0.076907,0.067557,0.056107,0.042817,0.028497,0.014177,0.000917,-0.012233,-0.024923,-0.036993,-0.046653,-0.055583,-0.062633,-0.067473,-0.072663,-0.078803,-0.084343,-0.088473,-0.091543,-0.092963,-0.091193,-0.088823,-0.088473,-0.091893,-0.096383,-0.100403,-0.104343,-0.111463,-0.119793,-0.126183,-0.125063
534.370000,0.276469,0.266299,0.251809,0.236439,0.220949,0.205919,0.190989,0.176589,0.162869,0.150329,0.138969,0.125979,0.110989,0.094229,0.078989,0.067049,0.056349,0.046219,0.038069,0.032179,0.026129,0.020509,0.016049,0.012899,0.009069,0.005079,-0.001311,-0.008661,-0.018121,-0.029061,-0.040431,-0.051571,-0.061871,-0.073211,-0.084401,-0.096941,-0.111161,-0.126811,-0.142311,-0.157791,-0.173131,-0.188131,-0.202231,-0.213951,-0.225721,-0.237311,-0.248041,-0.256611,-0.268611,0.073268,0.082058,0.084978,0.087128,0.089198,0.088828,0.087538,0.089188,0.094018,0.098148,0.102638,0.105698,0.106768,0.106768,0.105958,0.102048,0.096018,0.088548,0.078308,0.064738,0.051268,0.039278,0.026938,0.012938,-0.000102,-0.011502,-0.022592,-0.035472,-0.046702,-0.054722,-0.060742,-0.066212,-0.072612,-0.078462,-0.083862,-0.088022,-0.091242,-0.091892,-0.089872,-0.087762,-0.088172,-0.091302,-0.096062,-0.102182,-0.107982,-0.113142,-0.119912,-0.128502,-0.133212
534.400000,0.273145,0.262585,0.248945,0.234235,0.219095,0.204015,0.190475,0.177945,0.164925,0.150655,0.137785,0.124665,0.110375,0.094185,0.079205,0.067225,0.056585,0.046415,0.037975,0.031735,0.025905,0.019375,0.015225,0.012025,0.009185,0.005085,-0.001415,-0.010435,-0.019715,-0.029005,-0.040135,-0.052645,-0.064495,-0.075575,-0.086425,-0.099445,-0.113105,-0.126865,-0.140355,-0.155655,-0.170385,-0.184985,-0.198065,-0.210265,-0.220745,-0.232025,-0.243565,-0.255965,-0.267685,0.073810,0.082110,0.086160,0.088550,0.090280,0.089110,0.087980,0.089630,0.094460,0.098590,0.103080,0.106140,0.107210,0.107310,0.105890,0.101570,0.094540,0.085550,0.073800,0.060140,0.047540,0.036540,0.024460,0.011380,-0.002180,-0.014390,-0.026500,-0.037060,-0.046630,-0.053870,-0.059810,-0.066840,-0.073810,-0.079780,-0.084060,-0.086600,-0.088630,-0.090270,-0.090110,-0.087560,-0.087680,-0.091000,-0.095490,-0.099260,-0.104700,-0.110900,-0.119110,-0.124920,-0.124670
534.430000,0.268264,0.257804,0.244194,0.229544,0.214504,0.199524,0.185854,0.174274,0.162184,0.148934,0.136624,0.124794,0.111134,0.095344,0.079784,0.067054,0.056894,0.047404,0.038864,0.031984,0.026514,0.019114,0.014254,0.010814,0.008494,0.004004,-0.000486,-0.007546,-0.017516,-0.028196,-0.039236,-0.050356,-0.062736,-0.073036,-0.084276,-0.095226,-0.108716,-0.123076,-0.138326,-0.153126,-0.167446,-0.182596,-0.196436,-0.208836,-0.220366,-0.232726,-0.245916,-0.257426,-0.264556,0.070637,0.078987,0.082937,0.085307,0.087067,0.085957,0.084817,0.086727,0.090617,0.092727,0.096257,0.100927,0.103747,0.104207,0.103227,0.099297,0.093347,0.086737,0.078827,0.068907,0.056887,0.044287,0.030117,0.016767,0.004217,-0.007473,-0.019603,-0.031243,-0.042153,-0.052743,-0.061133,-0.067773,-0.073353,-0.079723,-0.085493,-0.090993,-0.093823,-0.095233,-0.093463,-0.091103,-0.091083,-0.093083,-0.095573,-0.098153,-0.102873,-0.109623,-0.113603,-0.117163,-0.127053
534.470000,0.272576,0.262476,0.248966,0.233906,0.218496,0.203296,0.188976,0.175086,0.161316,0.147756,0.134566,0.120536,0.105136,0.090986,0.078426,0.067356,0.055936,0.045606,0.038076,0.030606,0.023376,0.017026,0.014596,0.011966,0.008466,0.002526,-0.004944,-0.012734,-0.021224,-0.030724,-0.041454,-0.052504,-0.064004,-0.075274,-0.086044,-0.098054,-0.110624,-0.124494,-0.138204,-0.152984,-0.167174,-0.181404,-0.194274,-0.206974,-0.217884,-0.228714,-0.238784,-0.249614,-0.259964,0.075204,0.083754,0.087294,0.088004,0.087534,0.087564,0.089724,0.092904,0.096384,0.100384,0.105274,0.108124,0.108874,0.107874,0.103814,0.097674,0.090224,0.081934,0.070674,0.059214,0.046594,0.033544,0.018734,0.005204,-0.006536,-0.017316,-0.029036,-0.040036,-0.047836,-0.052946,-0.057916,-0.065196,-0.072406,-0.077926,-0.081916,-0.085116,-0.087756,-0.089596,-0.089106,-0.086486,-0.086136,-0.089626,-0.093966,-0.097076,-0.100896,-0.106776,-0.115056,-0.122706,-0.127136
534.500000,0.272210,0.262020,0.248430,0.233280,0.217780,0.202540,0.188230,0.174250,0.160140,0.147070,0.134920,0.121700,0.106200,0.092040,0.079070,0.066540,0.054510,0.044550,0.037990,0.031900,0.026140,0.020190,0.016020,0.012230,0.009600,0.005750,-0.000440,-0.009690,-0.019320,-0.029260,-0.039820,-0.051320,-0.063290,-0.074880,-0.085540,-0.095980,-0.108500,-0.123600,-0.139220,-0.154080,-0.168110,-0.181500,-0.195360,-0.209040,-0.223010,-0.235070,-0.243350,-0.250390,-0.264510,0.072973,0.081523,0.085063,0.085773,0.085273,0.085423,0.087813,0.091003,0.094363,0.097743,0.102513,0.105513,0.106733,0.105353,0.102573,0.097173,0.090793,0.083933,0.075783,0.065373,0.052723,0.040673,0.028103,0.015733,0.002393,-0.010387,-0.023017,-0.034757,-0.045647,-0.054307,-0.061327,-0.066807,-0.073047,-0.078727,-0.084877,-0.089347,-0.092127,-0.092327,-0.092497,-0.090727,-0.089787,-0.091567,-0.095737,-0.099647,-0.103737,-0.109157,-0.117127,-0.124357,-0.121257
534.530000,0.276861,0.262391,0.248351,0.234291,0.219531,0.203411,0.188571,0.174881,0.162041,0.148401,0.136031,0.122471,0.108081,0.093021,0.079141,0.066691,0.055591,0.045811,0.037571,0.030661,0.025401,0.019211,0.014971,0.011311,0.008721,0.004741,-0.000809,-0.008999,-0.017429,-0.025959,-0.034949,-0.046239,-0.058379,-0.070809,-0.082749,-0.095559,-0.110549,-0.126279,-0.141839,-0.157159,-0.172129,-0.187219,-0.200919,-0.212529,-0.223979,-0.236419,-0.245839,-0.253439,-0.267959,0.075103,0.080583,0.081773,0.082443,0.082613,0.083533,0.084333,0.087473,0.091613,0.095623,0.100223,0.103293,0.106213,0.106263,0.103683,0.097663,0.091623,0.084483,0.075613,0.065743,0.053993,0.043833,0.032393,0.019223,0.004633,-0.007957,-0.018917,-0.029667,-0.040107,-0.049557,-0.057067,-0.063507,-0.070247,-0.077667,-0.084637,-0.090337,-0.093277,-0.094647,-0.092877,-0.090507,-0.090157,-0.093577,-0.097887,-0.102897,-0.107237,-0.110807,-0.117387,-0.125787,-0.127267
534.560000,0.277274,0.262674,0.248884,0.234514,0.221544,0.207754,0.193364,0.178434,0.165254,0.152334,0.139534,0.126774,0.113144,0.098524,0.083674,0.069204,0.056014,0.044994,0.036094,0.029204,0.023474,0.016334,0.010234,0.006584,0.004284,0.000904,-0.004256,-0.010876,-0.019926,-0.030116,-0.040546,-0.051076,-0.062396,-0.073356,-0.084486,-0.096986,-0.111576,-0.126786,-0.141866,-0.156896,-0.170536,-0.183716,-0.197476,-0.211376,-0.222706,-0.233166,-0.245246,-0.257706,-0.267926,0.075617,0.079577,0.080207,0.079457,0.080747,0.082777,0.083707,0.085117,0.088417,0.092667,0.096187,0.100307,0.103567,0.103377,0.102077,0.098857,0.094757,0.087617,0.080077,0.069667,0.058347,0.046657,0.034497,0.020077,0.006137,-0.006173,-0.016713,-0.027693,-0.039043,-0.050193,-0.058463,-0.065613,-0.072673,-0.079853,-0.085273,-0.090083,-0.093013,-0.094433,-0.092663,-0.090293,-0.090003,-0.093493,-0.096153,-0.099393,-0.104753,-0.111993,-0.119523,-0.126073,-0.126923
534.600000,0.278683,0.263943,0.249383,0.235603,0.222813,0.208713,0.193033,0.177933,0.165063,0.153953,0.140423,0.128103,0.115733,0.102353,0.087243,0.073593,0.060133,0.046623,0.035903,0.028173,0.022993,0.017263,0.011263,0.005713,0.001913,-0.002097,-0.006327,-0.011847,-0.020737,-0.032117,-0.043167,-0.053357,-0.063727,-0.075087,-0.086017,-0.097427,-0.110467,-0.126197,-0.141337,-0.153907,-0.166347,-0.180717,-0.195687,-0.210667,-0.225117,-0.238807,-0.249837,-0.260937,-0.274597,0.073379,0.077729,0.078189,0.078139,0.079429,0.081249,0.081529,0.082389,0.085459,0.090299,0.092709,0.096339,0.099909,0.103179,0.101649,0.098759,0.094259,0.088889,0.081859,0.073489,0.062469,0.049639,0.035889,0.022039,0.008299,-0.004191,-0.015561,-0.027491,-0.038891,-0.050191,-0.059701,-0.066691,-0.072601,-0.078351,-0.084201,-0.088531,-0.091431,-0.091651,-0.093171,-0.093641,-0.093261,-0.092741,-0.096271,-0.098621,-0.102231,-0.108181,-0.118511,-0.126071,-0.124991
534.630000,0.273682,0.264582,0.253502,0.240452,0.227062,0.213172,0.200232,0.186922,0.173302,0.158702,0.144352,0.130222,0.116032,0.100842,0.086372,0.072392,0.059552,0.046542,0.035162,0.026792,0.020102,0.014722,0.007882,0.001922,-0.002648,-0.006148,-0.010148,-0.016558,-0.023418,-0.032748,-0.043228,-0.054728,-0.065228,-0.074058,-0.083278,-0.094278,-0.108108,-0.123228,-0.139318,-0.154908,-0.170158,-0.185158,-0.200348,-0.213858,-0.227388,-0.239598,-0.251908,-0.262418,-0.271618,0.072974,0.077754,0.080944,0.080344,0.077824,0.078154,0.078744,0.079264,0.080324,0.085084,0.089224,0.093894,0.098434,0.101754,0.101234,0.098924,0.094974,0.090974,0.084624,0.076184,0.064314,0.051874,0.039614,0.026744,0.012464,-0.000526,-0.011916,-0.022976,-0.036216,-0.048776,-0.057956,-0.063806,-0.069176,-0.076376,-0.082926,-0.089066,-0.093456,-0.096256,-0.096896,-0.095216,-0.093176,-0.092926,-0.096236,-0.100406,-0.104026,-0.110296,-0.118056,-0.126726,-0.133256
534.660000,0.280942,0.266652,0.251362,0.236662,0.222972,0.208522,0.193572,0.178612,0.166512,0.154162,0.141592,0.128362,0.115472,0.100452,0.084582,0.070862,0.057892,0.045642,0.034952,0.027192,0.021062,0.014782,0.009032,0.003962,0.000092,-0.003878,-0.008078,-0.015298,-0.022558,-0.031048,-0.038858,-0.048868,-0.058948,-0.071408,-0.084488,-0.096578,-0.109318,-0.123808,-0.139398,-0.154428,-0.169268,-0.184578,-0.199448,-0.212998,-0.226258,-0.237878,-0.248168,-0.257808,-0.272528,0.077274,0.081974,0.080844,0.080374,0.079384,0.078334,0.077934,0.080414,0.084904,0.088114,0.090904,0.095024,0.100234,0.102914,0.102384,0.099714,0.094994,0.088604,0.081774,0.073554,0.063384,0.050894,0.036854,0.023024,0.008704,-0.004796,-0.016816,-0.027796,-0.039676,-0.048976,-0.056336,-0.061946,-0.069316,-0.076296,-0.083786,-0.090646,-0.095126,-0.096896,-0.094986,-0.092746,-0.092136,-0.093936,-0.096616,-0.099936,-0.103826,-0.109456,-0.118516,-0.126926,-0.125006
534.700000,0.281367,0.268497,0.254037,0.238887,0.223787,0.207607,0.193327,0.179217,0.166947,0.153487,0.141127,0.128157,0.115307,0.099907,0.085037,0.072417,0.060907,0.050627,0.040467,0.030457,0.021237,0.015047,0.009767,0.004837,0.000357,-0.003503,-0.007603,-0.013793,-0.022603,-0.032333,-0.041723,-0.051793,-0.063203,-0.075713,-0.088213,-0.099823,-0.112323,-0.127093,-0.142543,-0.157543,-0.172053,-0.187403,-0.201443,-0.214203,-0.225783,-0.235953,-0.244543,-0.253593,-0.268043,0.081098,0.081978,0.080208,0.078208,0.076788,0.076788,0.078178,0.079648,0.083868,0.087268,0.092018,0.096468,0.101068,0.102728,0.101208,0.098148,0.093978,0.088958,0.082098,0.073578,0.063318,0.050828,0.037118,0.023268,0.010078,-0.002242,-0.013452,-0.025052,-0.037142,-0.047842,-0.055972,-0.063802,-0.072882,-0.081542,-0.087742,-0.092722,-0.095582,-0.097002,-0.095232,-0.092862,-0.092862,-0.094872,-0.097352,-0.100062,-0.104122,-0.109782,-0.117982,-0.123822,-0.116972
534.730000,0.282327,0.269067,0.255967,0.241947,0.226687,0.210937,0.195847,0.180997,0.166187,0.152267,0.140377,0.128277,0.115947,0.102557,0.087807,0.073197,0.059857,0.047497,0.036477,0.028477,0.023067,0.016517,0.009607,0.002687,-0.002233,-0.005823,-0.009533,-0.013953,-0.021713,-0.031283,-0.043153,-0.053983,-0.065293,-0.077133,-0.088053,-0.098653,-0.111473,-0.127093,-0.143103,-0.157383,-0.170993,-0.184723,-0.199643,-0.213243,-0.225473,-0.236753,-0.246443,-0.256653,-0.270813,0.083728,0.081308,0.078978,0.076988,0.075528,0.075228,0.076688,0.078588,0.081088,0.083718,0.087928,0.092108,0.096598,0.099658,0.101188,0.099318,0.096008,0.090508,0.084048,0.075978,0.065618,0.053658,0.040558,0.027578,0.014728,0.001768,-0.009702,-0.021512,-0.032702,-0.044822,-0.055322,-0.064772,-0.073482,-0.080352,-0.086692,-0.091392,-0.095632,-0.097292,-0.098442,-0.096702,-0.094732,-0.094512,-0.097852,-0.101672,-0.105682,-0.109722,-0.117842,-0.125242,-0.122992
534.760000,0.282932,0.268612,0.254042,0.239192,0.224232,0.208402,0.193352,0.178872,0.164672,0.151032,0.137972,0.125462,0.111842,0.096952,0.081642,0.068282,0.055372,0.042772,0.032352,0.024792,0.018992,0.014552,0.009072,0.003382,-0.000478,-0.002348,-0.006078,-0.012628,-0.021488,-0.030208,-0.039188,-0.049308,-0.061398,-0.073528,-0.085388,-0.097598,-0.111768,-0.126028,-0.139068,-0.152368,-0.167818,-0.182928,-0.198248,-0.210768,-0.223318,-0.233308,-0.243848,-0.253078,-0.266608,0.083563,0.080613,0.078253,0.076603,0.075183,0.075183,0.076383,0.079043,0.082263,0.084663,0.087993,0.093863,0.098873,0.101143,0.100233,0.097433,0.092943,0.087463,0.080633,0.072143,0.061483,0.049273,0.038493,0.028483,0.015793,0.001233,-0.010717,-0.021697,-0.033487,-0.045197,-0.055927,-0.063787,-0.070787,-0.078207,-0.086767,-0.092077,-0.093637,-0.095277,-0.095767,-0.095187,-0.093057,-0.094827,-0.096217,-0.100077,-0.102807,-0.108167,-0.114897,-0.123907,-0.126737
534.800000,0.279628,0.267138,0.255038,0.241788,0.226478,0.211078,0.195978,0.181068,0.166508,0.151828,0.138928,0.126368,0.112518,0.098578,0.084498,0.071378,0.058498,0.047278,0.036038,0.026568,0.018448,0.012168,0.006928,0.001528,-0.004442,-0.009602,-0.012842,-0.016772,-0.022562,-0.030542,-0.038892,-0.048762,-0.059592,-0.071252,-0.082792,-0.095422,-0.109182,-0.124382,-0.140632,-0.154302,-0.167232,-0.180212,-0.195542,-0.210322,-0.224082,-0.236392,-0.247592,-0.259492,-0.273412,0.088545,0.082315,0.077215,0.073565,0.072385,0.071235,0.072885,0.074535,0.077015,0.079725,0.084205,0.088695,0.091405,0.093885,0.095885,0.096245,0.092835,0.088635,0.083465,0.076455,0.066695,0.054455,0.041415,0.030995,0.020745,0.009285,-0.004355,-0.016655,-0.028935,-0.040365,-0.052005,-0.061965,-0.069955,-0.077115,-0.084885,-0.092545,-0.096955,-0.097885,-0.097445,-0.097645,-0.097365,-0.098685,-0.100115,-0.102645,-0.105085,-0.110975,-0.117045,-0.120185,-0.113905
534.830000,0.278572,0.266282,0.252132,0.238532,0.224872,0.210152,0.194792,0.179482,0.165612,0.151982,0.139102,0.125642,0.113692,0.100782,0.085812,0.070762,0.058162,0.046722,0.035262,0.023922,0.015462,0.009442,0.004582,-0.001558,-0.006698,-0.010578,-0.015048,-0.020698,-0.027538,-0.034978,-0.043388,-0.053198,-0.064938,-0.075588,-0.085148,-0.095398,-0.107008,-0.119698,-0.134648,-0.150178,-0.162678,-0.174908,-0.189158,-0.204288,-0.216458,-0.228508,-0.242008,-0.256948,-0.270538,0.089158,0.081388,0.076328,0.073968,0.072908,0.072548,0.073738,0.075448,0.077968,0.080598,0.084398,0.088388,0.093278,0.096928,0.098218,0.096838,0.093798,0.088958,0.082548,0.074038,0.063718,0.052208,0.040188,0.027478,0.013338,-0.001152,-0.012722,-0.023442,-0.033312,-0.042872,-0.052432,-0.063202,-0.071032,-0.077382,-0.083152,-0.088662,-0.092792,-0.095862,-0.096662,-0.097592,-0.098022,-0.097532,-0.096202,-0.097412,-0.101382,-0.105902,-0.109752,-0.112552,-0.117352
